# This  reference  spectrum  was taken on Mar-21 2022-03-21 by
# David.   In principle this is saved in Intensical itself but
# Princeton  Instruments   was unresponsive in retrieving this
# data.  As such the data needs to be hacked out of Lightfield
# itself    by  applying  the  intensity  calibration  on  the
# spectrum of the lamp itself.
# To  see the configuration under which this was done, see the
# file   /Log/Data/Intensical  REF.spe.  To  obtain  the  data
# contained in   this file, that data was resampled to have at
# intervals of 0.1 nm,  and an moving average with a stride of
# 10 was taken.
# The  x-axis  corresponds to wavelength in nm, and the y-axis
# is  the  spectrum  of the Intensical lamp normalized so that
# the  maximum is 1.
6.463e+02,1.96335832e-01
6.464e+02,1.96064710e-01
6.465e+02,1.95787210e-01
6.466e+02,1.95517270e-01
6.467e+02,1.95264001e-01
6.468e+02,1.95010063e-01
6.469e+02,1.94751699e-01
6.470e+02,1.94494147e-01
6.471e+02,1.94242568e-01
6.472e+02,1.93983020e-01
6.473e+02,1.93726344e-01
6.474e+02,1.93465016e-01
6.475e+02,1.93187319e-01
6.476e+02,1.92920996e-01
6.477e+02,1.92656346e-01
6.478e+02,1.92386045e-01
6.479e+02,1.92095448e-01
6.480e+02,1.91820264e-01
6.481e+02,1.91527846e-01
6.482e+02,1.91219345e-01
6.483e+02,1.90912504e-01
6.484e+02,1.90624687e-01
6.485e+02,1.90346501e-01
6.486e+02,1.90082653e-01
6.487e+02,1.89867371e-01
6.488e+02,1.89621548e-01
6.489e+02,1.89365272e-01
6.490e+02,1.89102451e-01
6.491e+02,1.88808156e-01
6.492e+02,1.88503809e-01
6.493e+02,1.88217100e-01
6.494e+02,1.87960906e-01
6.495e+02,1.87683892e-01
6.496e+02,1.87415851e-01
6.497e+02,1.87143675e-01
6.498e+02,1.86856799e-01
6.499e+02,1.86539039e-01
6.500e+02,1.86238848e-01
6.501e+02,1.85948223e-01
6.502e+02,1.85658344e-01
6.503e+02,1.85360084e-01
6.504e+02,1.85071798e-01
6.505e+02,1.84782101e-01
6.506e+02,1.84469549e-01
6.507e+02,1.84124380e-01
6.508e+02,1.83773173e-01
6.509e+02,1.83421031e-01
6.510e+02,1.83073657e-01
6.511e+02,1.82742054e-01
6.512e+02,1.82428841e-01
6.513e+02,1.82130067e-01
6.514e+02,1.81828943e-01
6.515e+02,1.81522485e-01
6.516e+02,1.81224069e-01
6.517e+02,1.80930739e-01
6.518e+02,1.80599041e-01
6.519e+02,1.80288843e-01
6.520e+02,1.79967774e-01
6.521e+02,1.79625913e-01
6.522e+02,1.79315777e-01
6.523e+02,1.79014839e-01
6.524e+02,1.78731238e-01
6.525e+02,1.78470601e-01
6.526e+02,1.78213306e-01
6.527e+02,1.77925833e-01
6.528e+02,1.77623665e-01
6.529e+02,1.77320490e-01
6.530e+02,1.76967856e-01
6.531e+02,1.76649802e-01
6.532e+02,1.76356078e-01
6.533e+02,1.76071990e-01
6.534e+02,1.75751893e-01
6.535e+02,1.75464390e-01
6.536e+02,1.75189871e-01
6.537e+02,1.74878270e-01
6.538e+02,1.74564424e-01
6.539e+02,1.74281616e-01
6.540e+02,1.74020108e-01
6.541e+02,1.73736554e-01
6.542e+02,1.73482666e-01
6.543e+02,1.73238507e-01
6.544e+02,1.72997293e-01
6.545e+02,1.72748057e-01
6.546e+02,1.72469690e-01
6.547e+02,1.72190320e-01
6.548e+02,1.71915391e-01
6.549e+02,1.71609540e-01
6.550e+02,1.71295755e-01
6.551e+02,1.70971166e-01
6.552e+02,1.70633836e-01
6.553e+02,1.70286007e-01
6.554e+02,1.69959063e-01
6.555e+02,1.69657112e-01
6.556e+02,1.69384613e-01
6.557e+02,1.69120852e-01
6.558e+02,1.68845879e-01
6.559e+02,1.68554932e-01
6.560e+02,1.68241338e-01
6.561e+02,1.67905503e-01
6.562e+02,1.67587263e-01
6.563e+02,1.67282044e-01
6.564e+02,1.66980454e-01
6.565e+02,1.66707681e-01
6.566e+02,1.66404019e-01
6.567e+02,1.66079638e-01
6.568e+02,1.65773487e-01
6.569e+02,1.65468768e-01
6.570e+02,1.65158206e-01
6.571e+02,1.64851845e-01
6.572e+02,1.64593117e-01
6.573e+02,1.64302407e-01
6.574e+02,1.64001584e-01
6.575e+02,1.63696679e-01
6.576e+02,1.63388002e-01
6.577e+02,1.63086222e-01
6.578e+02,1.62795451e-01
6.579e+02,1.62518050e-01
6.580e+02,1.62255626e-01
6.581e+02,1.62006706e-01
6.582e+02,1.61764118e-01
6.583e+02,1.61522698e-01
6.584e+02,1.61251338e-01
6.585e+02,1.60962512e-01
6.586e+02,1.60644347e-01
6.587e+02,1.60283895e-01
6.588e+02,1.59944140e-01
6.589e+02,1.59600791e-01
6.590e+02,1.59269700e-01
6.591e+02,1.58974417e-01
6.592e+02,1.58732401e-01
6.593e+02,1.58456768e-01
6.594e+02,1.58158651e-01
6.595e+02,1.57870667e-01
6.596e+02,1.57560404e-01
6.597e+02,1.57237876e-01
6.598e+02,1.56912018e-01
6.599e+02,1.56605549e-01
6.600e+02,1.56319779e-01
6.601e+02,1.56030405e-01
6.602e+02,1.55731574e-01
6.603e+02,1.55421116e-01
6.604e+02,1.55103672e-01
6.605e+02,1.54771328e-01
6.606e+02,1.54423867e-01
6.607e+02,1.54083959e-01
6.608e+02,1.53778241e-01
6.609e+02,1.53482615e-01
6.610e+02,1.53187038e-01
6.611e+02,1.52918432e-01
6.612e+02,1.52643951e-01
6.613e+02,1.52370454e-01
6.614e+02,1.52103352e-01
6.615e+02,1.51865674e-01
6.616e+02,1.51624205e-01
6.617e+02,1.51390143e-01
6.618e+02,1.51176636e-01
6.619e+02,1.50912301e-01
6.620e+02,1.50630485e-01
6.621e+02,1.50335497e-01
6.622e+02,1.50031075e-01
6.623e+02,1.49700289e-01
6.624e+02,1.49395857e-01
6.625e+02,1.49114428e-01
6.626e+02,1.48837342e-01
6.627e+02,1.48580102e-01
6.628e+02,1.48343269e-01
6.629e+02,1.48118115e-01
6.630e+02,1.47872540e-01
6.631e+02,1.47643982e-01
6.632e+02,1.47404853e-01
6.633e+02,1.47148323e-01
6.634e+02,1.46879480e-01
6.635e+02,1.46617582e-01
6.636e+02,1.46347407e-01
6.637e+02,1.46066488e-01
6.638e+02,1.45817951e-01
6.639e+02,1.45561116e-01
6.640e+02,1.45300284e-01
6.641e+02,1.45038159e-01
6.642e+02,1.44783080e-01
6.643e+02,1.44509766e-01
6.644e+02,1.44216617e-01
6.645e+02,1.43900888e-01
6.646e+02,1.43549165e-01
6.647e+02,1.43198078e-01
6.648e+02,1.42853087e-01
6.649e+02,1.42521507e-01
6.650e+02,1.42236871e-01
6.651e+02,1.41967265e-01
6.652e+02,1.41698214e-01
6.653e+02,1.41405173e-01
6.654e+02,1.41089441e-01
6.655e+02,1.40757703e-01
6.656e+02,1.40411595e-01
6.657e+02,1.40052133e-01
6.658e+02,1.39713837e-01
6.659e+02,1.39404092e-01
6.660e+02,1.39118756e-01
6.661e+02,1.38831646e-01
6.662e+02,1.38557683e-01
6.663e+02,1.38298573e-01
6.664e+02,1.38051029e-01
6.665e+02,1.37783184e-01
6.666e+02,1.37524414e-01
6.667e+02,1.37272417e-01
6.668e+02,1.37025104e-01
6.669e+02,1.36763316e-01
6.670e+02,1.36502305e-01
6.671e+02,1.36237802e-01
6.672e+02,1.35966708e-01
6.673e+02,1.35705035e-01
6.674e+02,1.35440297e-01
6.675e+02,1.35174833e-01
6.676e+02,1.34911154e-01
6.677e+02,1.34659680e-01
6.678e+02,1.34422005e-01
6.679e+02,1.34192850e-01
6.680e+02,1.33964372e-01
6.681e+02,1.33711216e-01
6.682e+02,1.33449298e-01
6.683e+02,1.33183052e-01
6.684e+02,1.32919030e-01
6.685e+02,1.32659334e-01
6.686e+02,1.32403835e-01
6.687e+02,1.32151606e-01
6.688e+02,1.31899572e-01
6.689e+02,1.31630576e-01
6.690e+02,1.31366421e-01
6.691e+02,1.31114232e-01
6.692e+02,1.30881179e-01
6.693e+02,1.30652786e-01
6.694e+02,1.30422334e-01
6.695e+02,1.30182029e-01
6.696e+02,1.29882319e-01
6.697e+02,1.29563893e-01
6.698e+02,1.29232841e-01
6.699e+02,1.28892712e-01
6.700e+02,1.28559371e-01
6.701e+02,1.28262220e-01
6.702e+02,1.27984630e-01
6.703e+02,1.27713285e-01
6.704e+02,1.27446243e-01
6.705e+02,1.27170798e-01
6.706e+02,1.26886103e-01
6.707e+02,1.26590462e-01
6.708e+02,1.26290196e-01
6.709e+02,1.26003231e-01
6.710e+02,1.25724716e-01
6.711e+02,1.25443956e-01
6.712e+02,1.25174444e-01
6.713e+02,1.24903358e-01
6.714e+02,1.24626243e-01
6.715e+02,1.24334413e-01
6.716e+02,1.24064072e-01
6.717e+02,1.23810684e-01
6.718e+02,1.23572074e-01
6.719e+02,1.23342958e-01
6.720e+02,1.23123046e-01
6.721e+02,1.22897643e-01
6.722e+02,1.22659342e-01
6.723e+02,1.22390196e-01
6.724e+02,1.22122380e-01
6.725e+02,1.21844185e-01
6.726e+02,1.21550744e-01
6.727e+02,1.21260660e-01
6.728e+02,1.20988386e-01
6.729e+02,1.20731866e-01
6.730e+02,1.20491157e-01
6.731e+02,1.20301404e-01
6.732e+02,1.20107566e-01
6.733e+02,1.19913497e-01
6.734e+02,1.19723290e-01
6.735e+02,1.19512077e-01
6.736e+02,1.19281419e-01
6.737e+02,1.19039776e-01
6.738e+02,1.18799426e-01
6.739e+02,1.18551994e-01
6.740e+02,1.18302566e-01
6.741e+02,1.18054070e-01
6.742e+02,1.17812345e-01
6.743e+02,1.17605478e-01
6.744e+02,1.17391419e-01
6.745e+02,1.17166470e-01
6.746e+02,1.16941019e-01
6.747e+02,1.16713614e-01
6.748e+02,1.16477584e-01
6.749e+02,1.16236104e-01
6.750e+02,1.16016682e-01
6.751e+02,1.15802043e-01
6.752e+02,1.15580819e-01
6.753e+02,1.15346241e-01
6.754e+02,1.15078851e-01
6.755e+02,1.14808685e-01
6.756e+02,1.14532294e-01
6.757e+02,1.14249358e-01
6.758e+02,1.14005881e-01
6.759e+02,1.13787646e-01
6.760e+02,1.13576908e-01
6.761e+02,1.13359001e-01
6.762e+02,1.13139821e-01
6.763e+02,1.12909827e-01
6.764e+02,1.12669925e-01
6.765e+02,1.12420611e-01
6.766e+02,1.12166301e-01
6.767e+02,1.11914142e-01
6.768e+02,1.11664078e-01
6.769e+02,1.11415432e-01
6.770e+02,1.11163347e-01
6.771e+02,1.10914456e-01
6.772e+02,1.10671296e-01
6.773e+02,1.10439225e-01
6.774e+02,1.10200983e-01
6.775e+02,1.09983214e-01
6.776e+02,1.09787294e-01
6.777e+02,1.09596159e-01
6.778e+02,1.09414654e-01
6.779e+02,1.09230510e-01
6.780e+02,1.09039852e-01
6.781e+02,1.08843170e-01
6.782e+02,1.08629758e-01
6.783e+02,1.08413717e-01
6.784e+02,1.08199630e-01
6.785e+02,1.07961368e-01
6.786e+02,1.07718438e-01
6.787e+02,1.07470648e-01
6.788e+02,1.07218086e-01
6.789e+02,1.06986423e-01
6.790e+02,1.06776339e-01
6.791e+02,1.06573074e-01
6.792e+02,1.06361791e-01
6.793e+02,1.06186557e-01
6.794e+02,1.05980061e-01
6.795e+02,1.05764867e-01
6.796e+02,1.05578017e-01
6.797e+02,1.05383732e-01
6.798e+02,1.05164078e-01
6.799e+02,1.04929923e-01
6.800e+02,1.04707973e-01
6.801e+02,1.04471934e-01
6.802e+02,1.04225811e-01
6.803e+02,1.03976502e-01
6.804e+02,1.03745181e-01
6.805e+02,1.03516717e-01
6.806e+02,1.03281770e-01
6.807e+02,1.03041606e-01
6.808e+02,1.02815861e-01
6.809e+02,1.02614560e-01
6.810e+02,1.02425566e-01
6.811e+02,1.02244668e-01
6.812e+02,1.02071747e-01
6.813e+02,1.01904630e-01
6.814e+02,1.01736950e-01
6.815e+02,1.01564405e-01
6.816e+02,1.01373054e-01
6.817e+02,1.01179690e-01
6.818e+02,1.00976305e-01
6.819e+02,1.00755657e-01
6.820e+02,1.00534554e-01
6.821e+02,1.00324082e-01
6.822e+02,1.00118738e-01
6.823e+02,9.99119082e-02
6.824e+02,9.97313243e-02
6.825e+02,9.95329224e-02
6.826e+02,9.93188517e-02
6.827e+02,9.90959277e-02
6.828e+02,9.88694235e-02
6.829e+02,9.86317937e-02
6.830e+02,9.83945785e-02
6.831e+02,9.81918175e-02
6.832e+02,9.79879875e-02
6.833e+02,9.77853747e-02
6.834e+02,9.75858804e-02
6.835e+02,9.73956596e-02
6.836e+02,9.71906257e-02
6.837e+02,9.69850975e-02
6.838e+02,9.67844759e-02
6.839e+02,9.65955125e-02
6.840e+02,9.64073013e-02
6.841e+02,9.62244277e-02
6.842e+02,9.60479577e-02
6.843e+02,9.58614116e-02
6.844e+02,9.56779454e-02
6.845e+02,9.55009595e-02
6.846e+02,9.53335108e-02
6.847e+02,9.51917060e-02
6.848e+02,9.50765059e-02
6.849e+02,9.49708542e-02
6.850e+02,9.48581833e-02
6.851e+02,9.47339675e-02
6.852e+02,9.46068311e-02
6.853e+02,9.44734005e-02
6.854e+02,9.43276969e-02
6.855e+02,9.41947037e-02
6.856e+02,9.40600991e-02
6.857e+02,9.39218000e-02
6.858e+02,9.37774299e-02
6.859e+02,9.36514511e-02
6.860e+02,9.35266200e-02
6.861e+02,9.34020483e-02
6.862e+02,9.32835523e-02
6.863e+02,9.31502348e-02
6.864e+02,9.29968272e-02
6.865e+02,9.28248943e-02
6.866e+02,9.26500140e-02
6.867e+02,9.24709226e-02
6.868e+02,9.22949180e-02
6.869e+02,9.21263367e-02
6.870e+02,9.19783542e-02
6.871e+02,9.18368725e-02
6.872e+02,9.17073702e-02
6.873e+02,9.15920965e-02
6.874e+02,9.14629732e-02
6.875e+02,9.13315043e-02
6.876e+02,9.12019693e-02
6.877e+02,9.10779316e-02
6.878e+02,9.09332204e-02
6.879e+02,9.07978034e-02
6.880e+02,9.06672751e-02
6.881e+02,9.05365537e-02
6.882e+02,9.04065564e-02
6.883e+02,9.02867207e-02
6.884e+02,9.01740279e-02
6.885e+02,9.00628885e-02
6.886e+02,8.99524017e-02
6.887e+02,8.98459387e-02
6.888e+02,8.97421234e-02
6.889e+02,8.96365179e-02
6.890e+02,8.95305778e-02
6.891e+02,8.94264108e-02
6.892e+02,8.93222329e-02
6.893e+02,8.92091274e-02
6.894e+02,8.90982010e-02
6.895e+02,8.89905452e-02
6.896e+02,8.88864775e-02
6.897e+02,8.87854904e-02
6.898e+02,8.86880445e-02
6.899e+02,8.85916913e-02
6.900e+02,8.84959446e-02
6.901e+02,8.84076240e-02
6.902e+02,8.83326674e-02
6.903e+02,8.82615738e-02
6.904e+02,8.81879393e-02
6.905e+02,8.80983195e-02
6.906e+02,8.80253942e-02
6.907e+02,8.79650609e-02
6.908e+02,8.79141688e-02
6.909e+02,8.78786030e-02
6.910e+02,8.78566335e-02
6.911e+02,8.78322133e-02
6.912e+02,8.77815788e-02
6.913e+02,8.77029842e-02
6.914e+02,8.76217713e-02
6.915e+02,8.75426188e-02
6.916e+02,8.74715487e-02
6.917e+02,8.74114595e-02
6.918e+02,8.73660139e-02
6.919e+02,8.73330409e-02
6.920e+02,8.73046936e-02
6.921e+02,8.72684966e-02
6.922e+02,8.72324857e-02
6.923e+02,8.71961752e-02
6.924e+02,8.71475017e-02
6.925e+02,8.71006779e-02
6.926e+02,8.70609143e-02
6.927e+02,8.70299701e-02
6.928e+02,8.70046947e-02
6.929e+02,8.69936709e-02
6.930e+02,8.69949774e-02
6.931e+02,8.70085210e-02
6.932e+02,8.70393289e-02
6.933e+02,8.70943529e-02
6.934e+02,8.71644742e-02
6.935e+02,8.72433176e-02
6.936e+02,8.73120624e-02
6.937e+02,8.73673377e-02
6.938e+02,8.74150640e-02
6.939e+02,8.74618006e-02
6.940e+02,8.75169331e-02
6.941e+02,8.75703805e-02
6.942e+02,8.76260077e-02
6.943e+02,8.76916588e-02
6.944e+02,8.77551148e-02
6.945e+02,8.78060907e-02
6.946e+02,8.78474848e-02
6.947e+02,8.78888210e-02
6.948e+02,8.79467605e-02
6.949e+02,8.80051181e-02
6.950e+02,8.80627317e-02
6.951e+02,8.81269123e-02
6.952e+02,8.82122952e-02
6.953e+02,8.82982207e-02
6.954e+02,8.83778377e-02
6.955e+02,8.84458854e-02
6.956e+02,8.85247114e-02
6.957e+02,8.86027530e-02
6.958e+02,8.86754087e-02
6.959e+02,8.87485342e-02
6.960e+02,8.88338684e-02
6.961e+02,8.89179727e-02
6.962e+02,8.89928261e-02
6.963e+02,8.90830153e-02
6.964e+02,8.91879094e-02
6.965e+02,8.93012276e-02
6.966e+02,8.94175341e-02
6.967e+02,8.95488670e-02
6.968e+02,8.96764699e-02
6.969e+02,8.98066127e-02
6.970e+02,8.99490345e-02
6.971e+02,9.00882688e-02
6.972e+02,9.02286078e-02
6.973e+02,9.03778455e-02
6.974e+02,9.05526293e-02
6.975e+02,9.07052025e-02
6.976e+02,9.08732859e-02
6.977e+02,9.10609360e-02
6.978e+02,9.12654756e-02
6.979e+02,9.14445576e-02
6.980e+02,9.16159609e-02
6.981e+02,9.17828500e-02
6.982e+02,9.19407893e-02
6.983e+02,9.21116565e-02
6.984e+02,9.22976204e-02
6.985e+02,9.25006133e-02
6.986e+02,9.27261880e-02
6.987e+02,9.29527518e-02
6.988e+02,9.31774769e-02
6.989e+02,9.33982895e-02
6.990e+02,9.36068880e-02
6.991e+02,9.38123935e-02
6.992e+02,9.40289794e-02
6.993e+02,9.42681037e-02
6.994e+02,9.45119752e-02
6.995e+02,9.47580023e-02
6.996e+02,9.49985504e-02
6.997e+02,9.52243055e-02
6.998e+02,9.54170834e-02
6.999e+02,9.55972678e-02
7.000e+02,9.57752059e-02
7.001e+02,9.59669006e-02
7.002e+02,9.62033643e-02
7.003e+02,9.64657018e-02
7.004e+02,9.67472343e-02
7.005e+02,9.70379160e-02
7.006e+02,9.73209560e-02
7.007e+02,9.76029739e-02
7.008e+02,9.78814064e-02
7.009e+02,9.81416204e-02
7.010e+02,9.84063825e-02
7.011e+02,9.86776159e-02
7.012e+02,9.89535525e-02
7.013e+02,9.92193809e-02
7.014e+02,9.94868593e-02
7.015e+02,9.97515433e-02
7.016e+02,1.00013549e-01
7.017e+02,1.00296353e-01
7.018e+02,1.00585271e-01
7.019e+02,1.00874092e-01
7.020e+02,1.01160522e-01
7.021e+02,1.01494192e-01
7.022e+02,1.01800631e-01
7.023e+02,1.02097816e-01
7.024e+02,1.02401895e-01
7.025e+02,1.02726223e-01
7.026e+02,1.03047848e-01
7.027e+02,1.03375521e-01
7.028e+02,1.03722533e-01
7.029e+02,1.04074017e-01
7.030e+02,1.04416151e-01
7.031e+02,1.04750576e-01
7.032e+02,1.05081877e-01
7.033e+02,1.05421243e-01
7.034e+02,1.05766981e-01
7.035e+02,1.06121066e-01
7.036e+02,1.06490933e-01
7.037e+02,1.06875501e-01
7.038e+02,1.07253173e-01
7.039e+02,1.07619883e-01
7.040e+02,1.07979359e-01
7.041e+02,1.08366212e-01
7.042e+02,1.08741879e-01
7.043e+02,1.09098539e-01
7.044e+02,1.09481947e-01
7.045e+02,1.09852752e-01
7.046e+02,1.10208385e-01
7.047e+02,1.10549421e-01
7.048e+02,1.10918963e-01
7.049e+02,1.11281332e-01
7.050e+02,1.11643712e-01
7.051e+02,1.12011817e-01
7.052e+02,1.12419372e-01
7.053e+02,1.12823242e-01
7.054e+02,1.13241015e-01
7.055e+02,1.13693699e-01
7.056e+02,1.14113824e-01
7.057e+02,1.14524911e-01
7.058e+02,1.14932086e-01
7.059e+02,1.15341971e-01
7.060e+02,1.15738309e-01
7.061e+02,1.16171511e-01
7.062e+02,1.16638734e-01
7.063e+02,1.17123831e-01
7.064e+02,1.17599674e-01
7.065e+02,1.18074477e-01
7.066e+02,1.18551409e-01
7.067e+02,1.19037048e-01
7.068e+02,1.19506299e-01
7.069e+02,1.19987424e-01
7.070e+02,1.20486877e-01
7.071e+02,1.20995562e-01
7.072e+02,1.21508665e-01
7.073e+02,1.22031751e-01
7.074e+02,1.22564919e-01
7.075e+02,1.23080485e-01
7.076e+02,1.23613041e-01
7.077e+02,1.24150266e-01
7.078e+02,1.24684797e-01
7.079e+02,1.25215020e-01
7.080e+02,1.25761895e-01
7.081e+02,1.26314445e-01
7.082e+02,1.26863071e-01
7.083e+02,1.27419780e-01
7.084e+02,1.27968288e-01
7.085e+02,1.28514277e-01
7.086e+02,1.29065603e-01
7.087e+02,1.29633571e-01
7.088e+02,1.30193934e-01
7.089e+02,1.30755815e-01
7.090e+02,1.31340897e-01
7.091e+02,1.31953063e-01
7.092e+02,1.32552364e-01
7.093e+02,1.33140233e-01
7.094e+02,1.33735885e-01
7.095e+02,1.34345773e-01
7.096e+02,1.34941103e-01
7.097e+02,1.35523176e-01
7.098e+02,1.36126984e-01
7.099e+02,1.36766121e-01
7.100e+02,1.37414110e-01
7.101e+02,1.38063742e-01
7.102e+02,1.38726000e-01
7.103e+02,1.39402634e-01
7.104e+02,1.40090300e-01
7.105e+02,1.40785851e-01
7.106e+02,1.41458520e-01
7.107e+02,1.42152047e-01
7.108e+02,1.42843074e-01
7.109e+02,1.43514761e-01
7.110e+02,1.44204205e-01
7.111e+02,1.44923328e-01
7.112e+02,1.45648998e-01
7.113e+02,1.46356093e-01
7.114e+02,1.47116919e-01
7.115e+02,1.47845268e-01
7.116e+02,1.48559083e-01
7.117e+02,1.49291487e-01
7.118e+02,1.50077643e-01
7.119e+02,1.50855401e-01
7.120e+02,1.51634011e-01
7.121e+02,1.52450201e-01
7.122e+02,1.53237005e-01
7.123e+02,1.54034550e-01
7.124e+02,1.54848184e-01
7.125e+02,1.55673418e-01
7.126e+02,1.56502664e-01
7.127e+02,1.57338664e-01
7.128e+02,1.58180956e-01
7.129e+02,1.59022147e-01
7.130e+02,1.59845411e-01
7.131e+02,1.60664072e-01
7.132e+02,1.61487248e-01
7.133e+02,1.62353976e-01
7.134e+02,1.63213280e-01
7.135e+02,1.64082738e-01
7.136e+02,1.64974819e-01
7.137e+02,1.65923324e-01
7.138e+02,1.66837522e-01
7.139e+02,1.67743298e-01
7.140e+02,1.68662994e-01
7.141e+02,1.69589198e-01
7.142e+02,1.70507841e-01
7.143e+02,1.71431058e-01
7.144e+02,1.72375612e-01
7.145e+02,1.73283066e-01
7.146e+02,1.74213979e-01
7.147e+02,1.75172534e-01
7.148e+02,1.76162253e-01
7.149e+02,1.77147233e-01
7.150e+02,1.78165886e-01
7.151e+02,1.79211527e-01
7.152e+02,1.80252686e-01
7.153e+02,1.81273076e-01
7.154e+02,1.82309891e-01
7.155e+02,1.83369129e-01
7.156e+02,1.84442585e-01
7.157e+02,1.85482789e-01
7.158e+02,1.86501667e-01
7.159e+02,1.87507006e-01
7.160e+02,1.88531216e-01
7.161e+02,1.89579866e-01
7.162e+02,1.90668653e-01
7.163e+02,1.91804957e-01
7.164e+02,1.92955703e-01
7.165e+02,1.94109011e-01
7.166e+02,1.95238933e-01
7.167e+02,1.96325603e-01
7.168e+02,1.97377039e-01
7.169e+02,1.98474559e-01
7.170e+02,1.99580074e-01
7.171e+02,2.00653129e-01
7.172e+02,2.01764155e-01
7.173e+02,2.02919607e-01
7.174e+02,2.04095017e-01
7.175e+02,2.05252869e-01
7.176e+02,2.06459223e-01
7.177e+02,2.07667141e-01
7.178e+02,2.08864313e-01
7.179e+02,2.10030891e-01
7.180e+02,2.11217052e-01
7.181e+02,2.12438155e-01
7.182e+02,2.13692651e-01
7.183e+02,2.14968076e-01
7.184e+02,2.16275368e-01
7.185e+02,2.17604469e-01
7.186e+02,2.18943698e-01
7.187e+02,2.20241235e-01
7.188e+02,2.21559431e-01
7.189e+02,2.22899270e-01
7.190e+02,2.24256055e-01
7.191e+02,2.25572639e-01
7.192e+02,2.26900000e-01
7.193e+02,2.28223229e-01
7.194e+02,2.29534459e-01
7.195e+02,2.30859216e-01
7.196e+02,2.32231541e-01
7.197e+02,2.33634746e-01
7.198e+02,2.35056404e-01
7.199e+02,2.36519054e-01
7.200e+02,2.37981668e-01
7.201e+02,2.39435892e-01
7.202e+02,2.40870547e-01
7.203e+02,2.42330647e-01
7.204e+02,2.43808023e-01
7.205e+02,2.45292059e-01
7.206e+02,2.46764097e-01
7.207e+02,2.48248474e-01
7.208e+02,2.49739820e-01
7.209e+02,2.51242723e-01
7.210e+02,2.52773107e-01
7.211e+02,2.54328834e-01
7.212e+02,2.55903702e-01
7.213e+02,2.57504544e-01
7.214e+02,2.59167118e-01
7.215e+02,2.60806726e-01
7.216e+02,2.62445800e-01
7.217e+02,2.64093121e-01
7.218e+02,2.65760181e-01
7.219e+02,2.67386096e-01
7.220e+02,2.69007295e-01
7.221e+02,2.70639641e-01
7.222e+02,2.72265582e-01
7.223e+02,2.73908486e-01
7.224e+02,2.75571685e-01
7.225e+02,2.77259533e-01
7.226e+02,2.79015920e-01
7.227e+02,2.80791893e-01
7.228e+02,2.82587397e-01
7.229e+02,2.84403789e-01
7.230e+02,2.86244623e-01
7.231e+02,2.88065310e-01
7.232e+02,2.89876247e-01
7.233e+02,2.91694818e-01
7.234e+02,2.93554759e-01
7.235e+02,2.95424846e-01
7.236e+02,2.97304586e-01
7.237e+02,2.99200112e-01
7.238e+02,3.01148227e-01
7.239e+02,3.03087766e-01
7.240e+02,3.05016495e-01
7.241e+02,3.06959678e-01
7.242e+02,3.08936591e-01
7.243e+02,3.10905598e-01
7.244e+02,3.12861606e-01
7.245e+02,3.14834621e-01
7.246e+02,3.16840941e-01
7.247e+02,3.18857949e-01
7.248e+02,3.20882985e-01
7.249e+02,3.22968719e-01
7.250e+02,3.25060302e-01
7.251e+02,3.27144542e-01
7.252e+02,3.29217103e-01
7.253e+02,3.31355769e-01
7.254e+02,3.33488137e-01
7.255e+02,3.35629631e-01
7.256e+02,3.37793728e-01
7.257e+02,3.40043494e-01
7.258e+02,3.42297428e-01
7.259e+02,3.44555025e-01
7.260e+02,3.46816309e-01
7.261e+02,3.49125145e-01
7.262e+02,3.51423306e-01
7.263e+02,3.53709854e-01
7.264e+02,3.55987904e-01
7.265e+02,3.58297023e-01
7.266e+02,3.60599285e-01
7.267e+02,3.62907872e-01
7.268e+02,3.65272250e-01
7.269e+02,3.67654497e-01
7.270e+02,3.70062489e-01
7.271e+02,3.72499443e-01
7.272e+02,3.74972972e-01
7.273e+02,3.77440079e-01
7.274e+02,3.79913659e-01
7.275e+02,3.82394232e-01
7.276e+02,3.84857004e-01
7.277e+02,3.87339654e-01
7.278e+02,3.89824451e-01
7.279e+02,3.92305183e-01
7.280e+02,3.94806885e-01
7.281e+02,3.97330578e-01
7.282e+02,3.99853241e-01
7.283e+02,4.02359237e-01
7.284e+02,4.04855440e-01
7.285e+02,4.07367448e-01
7.286e+02,4.09892383e-01
7.287e+02,4.12428234e-01
7.288e+02,4.14997474e-01
7.289e+02,4.17627643e-01
7.290e+02,4.20305286e-01
7.291e+02,4.23013101e-01
7.292e+02,4.25799522e-01
7.293e+02,4.28600332e-01
7.294e+02,4.31402837e-01
7.295e+02,4.34190882e-01
7.296e+02,4.36967622e-01
7.297e+02,4.39755710e-01
7.298e+02,4.42569558e-01
7.299e+02,4.45447541e-01
7.300e+02,4.48395414e-01
7.301e+02,4.51375137e-01
7.302e+02,4.54384429e-01
7.303e+02,4.57459178e-01
7.304e+02,4.60574346e-01
7.305e+02,4.63716091e-01
7.306e+02,4.66885872e-01
7.307e+02,4.70134683e-01
7.308e+02,4.73378056e-01
7.309e+02,4.76617686e-01
7.310e+02,4.79855016e-01
7.311e+02,4.83104152e-01
7.312e+02,4.86365584e-01
7.313e+02,4.89640788e-01
7.314e+02,4.92931771e-01
7.315e+02,4.96231386e-01
7.316e+02,4.99553442e-01
7.317e+02,5.02881738e-01
7.318e+02,5.06196567e-01
